SettlementPoint,Month,DayOfWeek,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
LZ_CPS,1,0,0.7634196141022977,0.7292428750412978,0.7261678471052182,0.7471439305263332,0.8088421696152462,0.9158311773055616,1.5245549217377934,1.3939101634249222,1.179580716280168,1.150192235005349,1.04900185142307,0.9584862076760384,0.9168415436274164,0.8949209873402199,0.8761852814153915,0.8564831381392237,0.8984133404961959,1.2941694358696518,1.3970510848167752,1.1470513136134965,1.0744806543220158,1.0015365987811542,0.8907696996265122,0.8057232127086512
LZ_CPS,1,1,0.5852494596105675,0.5515097886427971,0.5551021126915576,0.5837526579235838,0.6646327773155302,0.8051384321442565,1.4848977112141262,1.470581243313919,1.2457440204973786,1.0764469449837333,0.9837685064120342,0.8987501705913687,0.8605200945626477,0.8299325118533487,0.8186096473271084,0.8350744658839273,0.9050367376766997,1.5559693771984275,1.8201460702352183,1.4572332941523478,1.2963711363806454,1.0533257612777402,0.8738152154293839,0.7883918626816523
LZ_CPS,1,2,0.5796539209912435,0.5482797026559973,0.5505435222953584,0.5725722287860631,0.6748359274948876,1.050905709251549,3.455546539512239,3.4673735459614643,1.6131601446812938,0.903264036105021,0.8313587392266009,0.754563011460587,0.7105636451365971,0.6750826257889206,0.6409947262193123,0.6335937773983247,0.6592649116421038,0.9402687802099595,1.0321421272406917,0.866389896979276,0.823507928810612,0.7539680332220369,0.663981202557439,0.5981853163724226
LZ_CPS,1,3,0.7163825716957339,0.6774082303185238,0.6805377072806664,0.7105353910559412,0.8042138132779728,1.046357093223756,2.0002299067505085,1.7673927030342544,1.291671027460131,1.1071760073432904,1.0102445761737684,0.9288781751580609,0.8733093704158054,0.846399986274224,0.8128816409165388,0.8118316190410831,0.8412528202180684,1.1936483970867042,1.2690852628057203,1.0535219483739244,1.0107798814436086,0.9202103475194949,0.8437852259176969,0.7822662972145253
LZ_CPS,1,4,0.7939211743957642,0.7348772233134847,0.7405963824967488,0.7593746743899755,0.8286297558358964,0.9903870273107216,1.6218099865318045,1.434050222090156,1.1779615558274064,1.0954389512559382,1.0432024204160861,0.97461881919816,0.9236557853424355,0.8988573258878783,0.8711414006151377,0.8517379374751572,0.8843394602688237,1.2912101694522806,1.3069320685836012,1.092938266268924,1.0222707608951525,0.9726969964766584,0.8716507994087886,0.8177008362630195
LZ_CPS,1,5,0.89952849356074,0.8313348607723463,0.7997430173372096,0.7947330714190894,0.8328670286987618,0.9056085250147695,1.1289888806358093,1.2404236971252598,1.3870497356706328,1.329265116731537,1.157686629098828,1.0635191019388206,0.9517924439395767,0.8828935275025156,0.8520556079676785,0.8310916595141852,0.8504261595379987,1.1485909020435998,1.3097603758270109,1.1004613730535033,1.018259347795026,0.962396018795404,0.8922081356900887,0.8293162903296086
LZ_CPS,1,6,0.843522245464728,0.7669276760278841,0.7366826409169254,0.7479754300005627,0.7781959155700353,0.8470573794387363,1.0532980774640324,1.153263810395708,1.240733826710924,1.1869948803977026,1.0871518951734578,1.0161055221124882,0.95087739038374,0.918251049748623,0.8898226807076406,0.8903382210788501,0.921614336932228,1.2685484572147525,1.5243301299591352,1.210145098019159,1.1136163008955469,1.0476025838392415,0.9365895572387903,0.8703548943091093
LZ_CPS,2,0,0.6691288477567328,0.617279337797833,0.6038858391055673,0.6342367717644355,0.707958497398902,0.8675883079929873,1.4291093035955509,1.311671888023453,1.1663840427672234,1.1403443221337626,1.0717960509297848,1.0383123041991205,1.0161239329750238,1.0210961975109936,1.0098870462449343,1.0243439772368006,1.0127899290087086,1.162877590319892,1.6446699048659217,1.168740838674446,1.0780904204868798,0.9952001839450464,0.8565228637944415,0.7519616014715604
LZ_CPS,2,1,0.6264908665847763,0.5616158814439117,0.5378709830803978,0.572255022387764,0.6584082894163332,0.8354697468003328,1.261035384554424,1.153217498117843,1.0856678686056187,1.0850437849189682,1.0451321472441257,1.0166026072829575,1.006795577921306,1.0299163925981694,1.0301541387645123,1.0442108808495463,1.0513432658398383,1.2313765503031264,1.928418591750208,1.3161627768752229,1.1787752109997227,1.0306296310971985,0.9026924753338352,0.810714427229861
LZ_CPS,2,2,0.6807598270617431,0.6221391668118378,0.6034565723481523,0.6262031427593374,0.7104356226496004,0.8841925223329855,1.4618326143815534,1.290473168134823,1.1044658661348739,1.0635337342895537,1.0359337825309947,1.0308172660503296,1.0093863713056013,1.0181283051782803,1.0291215063024521,1.05979136794941,1.0230109237626863,1.1732903221090771,1.6741534297106369,1.2058313669261067,1.0933849532996052,0.9839499750874379,0.8478798739387798,0.767828318944146
